# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
V_-ssRNAviruses	Articulavirales	Amnoonviridae		Tilapinevirus	Amnoonviridae	Tilapia tilapinevirus	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	NC_029926, NC_029921, NC_029927, NC_029922, NC_029923, NC_029928, NC_029924, NC_029929, NC_029925, NC_029930	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	Tilapia lake virus isolate Til-4-2011 segment 1, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 2, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 3, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 4, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 5, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 6, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 7, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 8, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 9, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 10, complete sequence.	vertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Louse fly mivirus	KM817606, KM817607		KM817606, KM817607	Wuhan Louse Fly Virus 6 strain BFJSC-2 segment 1, complete sequence., Wuhan Louse Fly Virus 6 strain BFJSC-2 segment 2, complete sequence.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Mosquito mivirus	KM817610	NC_028265	KM817610	Wuhan Mosquito Virus 8 strain XC2-7, complete genome.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Myriapod mivirus	KX884444	NC_032245	KX884444	Hubei myriapoda virus 8 strain WGML66308 putative glycoprotein, hypothetical protein 1, hypothetical protein 2, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Odonate mivirus	KX884419	NC_032956	KX884419	Hubei odonate virus 11 strain QTM161788 RNA-dependent RNA polymerase, putative glycoprotein, and hypothetical protein genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Sanxia mivirus	KX884439	NC_033168	KX884439	Sanxia atyid shrimp virus 4 strain SXXX37205 RNA-dependent RNA polymerase, putative glycoprotein, and hypothetical protein genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Shayang mivirus	KM817598	NC_031214	KM817598	Shayang Fly Virus 1 strain SYY3-1 glycoprotein (G), putative nucleoprotein (N), and polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Suffolk mivirus	KM460042	NC_028243	KM460042	Suffolk virus isolate FI3, complete genome.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Wenling mivirus	KX884458	NC_032802	KX884458	Wenling crustacean virus 15 strain WLJQ91782 RNA-dependent RNA polymrease, putative glycoprotein, and hypothetical protein genes, complete cds.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Wuhan mivirus	KM817611	NC_028266	KM817611	Wuhan Tick Virus 2 strain X78-1, complete genome.	invertebrates
V_-ssRNAviruses	Jingchuvirales	Chuviridae		Mivirus	Chuviridae	 Xinzhou mivirus	KX884461	NC_033704	KX884461	Xinzhou nematode virus 5 strain XZSJSC65765 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Artoviridae		Peropuvirus	Artoviridae	Barnacle peropuvirus	KX884410	NC_032430	KX884410	Beihai barnacle virus 8 strain BHTH14652 hypothetical protein 1, hypothetical protein 2, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Artoviridae		Peropuvirus	Artoviridae	Beihai peropuvirus	KX884412	NC_032555	KX884412	Beihai rhabdo-like virus 1 strain BHTSS15727 hypothetical protein 1, hypothetical protein 2, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Artoviridae		Peropuvirus	Artoviridae	Hubei peropuvirus	KX884421		KX884421	Hubei rhabdo-like virus 6 strain QTM24798 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Artoviridae		Peropuvirus	Artoviridae	Odonate peropuvirus	KX884420		KX884420	Hubei rhabdo-like virus 8 strain QTM19395 RNA-dependent RNA polymerase gene, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Artoviridae		Peropuvirus	Artoviridae	Pillworm peropuvirus	KX884446		KX884446	Hubei rhabdo-like virus 5 strain WHSFII19440 RNA-dependent RNA polymerase gene, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Artoviridae		Peropuvirus	Artoviridae	Pteromalus puparum peropuvirus	KX431032		KX431032	Pteromalus puparum negative-strand RNA virus 1, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Artoviridae		Peropuvirus	Artoviridae	Woodlouse peropuvirus	KX884413	NC_032558	KX884413	Beihai rhabdo-like virus 2 strain BHTSS7258 hypothetical protein 1, hypothetical protein 2, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Aquatic bird bornavirus 2	KJ756399	NC_030691	KJ756399	Aquatic bird bornavirus 2 isolate duck-89 nucleoprotein (N), X protein (X), phosphoprotein (P), matrix protein (M), glycoprotein (G), and L protein (L) genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Borna disease virus 2	AJ311524	NC_030692	AJ311524	Borna disease virus 2, strain No/98, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Canary bornavirus 3	KC595273	NC_024296	KC595273	Canary bornavirus 3 isolate VS-4424 nucleoprotein (N), X protein (X), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Elapid 1 bornavirus (Loveridges garter snake virus 1)	KM114265	NC_024778	KM114265	Loveridges garter snake virus 1 strain 251327, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Mammalian 1 bornavirus (Borna disease virus 1)	U04608	NC_001607	U04608	Borna disease virus 1 strain V, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Mammalian 2 bornavirus (Variegated squirrel bornavirus 1)	LN713681		LN713681	Variegated squirrel bornavirus 1, isolate patient 3 brain, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Parrot bornavirus 4	JX065209	NC_030688	JX065209	Parrot bornavirus 4 isolate 6758, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Passeriform 1 bornavirus (Canary bornavirus 1)	KC464471	NC_030690	KC464471	Canary bornavirus 1 isolate #7293, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Psittaciform 1 bornavirus (Parrot bornavirus 1)	GU249595		GU249595	Parrot bornavirus 1 strain M25 N protein (N), X protein (X), P protein (P), matrix protein (M), glycoprotein (G), and viral polymerase (L) genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Psittaciform 2 bornavirus (Parrot bornavirus 5)	LC120625	NC_030885	LC120625	Parrot bornavirus 5 viral cRNA, complete genome, isolate: 2012/Japan.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Variegated squirrel bornavirus 1	LN713680	NC_030701	LN713680	Variegated squirrel bornavirus 1, isolate squirrel brain, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Variegated squirrel bornavirus 1	LT594381	NC_031949	LT594381	Variegated squirrel bornavirus 1 isolate BH_122-15-1 genome assembly, complete genome: monopartite.	vertebrates
V_-ssRNAviruses	Mononegavirales	Bornaviridae		Bornavirus	Bornaviridae	Waterbird 1 bornavirus	KF578398	NC_029642	KF578398	Aquatic bird bornavirus 1 isolate 062-CG, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Filoviridae		Cuevavirus	Filoviridae	Lloviu cuevavirus	JF828358	NC_016144	JF828358	Lloviu virus strain MS-Liver-86/2003, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Filoviridae		Ebolavirus	Filoviridae	Bundibugyo ebolavirus	FJ217161	NC_014373	FJ217161	Bundibugyo ebolavirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Filoviridae		Ebolavirus	Filoviridae	Reston ebolavirus	AF522874	NC_004161	AF522874	Reston Ebola virus strain Pennsylvania, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Filoviridae		Ebolavirus	Filoviridae	Sudan ebolavirus	AY729654	NC_006432	AY729654	Sudan ebolavirus strain Gulu, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Filoviridae		Ebolavirus	Filoviridae	Tai Forest ebolavirus	FJ217162	NC_014372	FJ217162	Cote d'Ivoire ebolavirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Filoviridae		Ebolavirus	Filoviridae	Zaire ebolavirus	AF086833	NC_002549	AF086833	Ebola virus - Mayinga, Zaire, 1976, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Filoviridae		Marburgvirus	Filoviridae	Marburg marburgvirus	DQ217792	NC_001608	DQ217792	Lake Victoria marburgvirus - Musoke from Kenya, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Filoviridae		Marburgvirus	Filoviridae	Marburg marburgvirus	DQ447649	NC_024781	DQ447649	Lake Victoria marburgvirus - Ravn, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Filoviridae		Marburgvirus	Filoviridae	Marburg marburgvirus	Z29337		Z29337	Marburg virus (Popp) NP, VP35, VP40, GP, VP30, VP24, L genes.	vertebrates
V_-ssRNAviruses	Mononegavirales	Mymonaviridae		Sclerotimonavirus	Mymonaviridae	Dadou sclerotimonavirus	KT598228		KT598228	Soybean leaf-associated negative-stranded RNA virus 3 isolate SaNSRV1-1, partial sequence.	invertebrates
V_-ssRNAviruses	Mononegavirales	Mymonaviridae		Sclerotimonavirus	Mymonaviridae	Drop sclerotimonavirus	KP900930		KP900930	Sclerotinia sclerotiorum negative-stranded RNA virus 4 isolate 257 gp5, RNA-dependent RNA polymerase, gp3, gp2, and gp1 genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Mymonaviridae		Sclerotimonavirus	Mymonaviridae	Glycine sclerotimonavirus	KT598225		KT598225	Soybean leaf-associated negative-stranded RNA virus 1 isolate SaNSRV1-1, partial sequence.	invertebrates
V_-ssRNAviruses	Mononegavirales	Mymonaviridae		Sclerotimonavirus	Mymonaviridae	Hubei sclerotimonavirus	KX884403	NC_032783	KX884403	Hubei rhabdo-like virus 4 strain arthropodmix13990 hypothetical protein 1, hypothetical protein 2, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Mymonaviridae		Sclerotimonavirus	Mymonaviridae	Illinois sclerotimonavirus	KT598227		KT598227	Soybean leaf-associated negative-stranded RNA virus 2 isolate SaNSRV1-1, partial sequence.	invertebrates
V_-ssRNAviruses	Mononegavirales	Mymonaviridae		Sclerotimonavirus	Mymonaviridae	Phyllosphere sclerotimonavirus	KT598229		KT598229	Soybean leaf-associated negative-stranded RNA virus 4 isolate SaNSRV1-1, partial sequence.	invertebrates
V_-ssRNAviruses	Mononegavirales	Nyamiviridae		Berhavirus	Nyamiviridae	Beihai berhavirus	KX884406	NC_032543	KX884406	Beihai rhabdo-like virus 4 strain BHJP58499 putative nucleoprotein, hypothetical protein, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Nyamiviridae		Berhavirus	Nyamiviridae	Echinoderm berhavirus	KX884407	NC_032544	KX884407	Beihai rhabdo-like virus 5 strain BHJP63888 putative nucleoprotein, hypothetical protein 1, hypothetical protein 2, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Nyamiviridae		Nyavirus	Nyamiviridae	Midway nyavirus	FJ554525	NC_012702	FJ554525	Midway virus isolate RML47153, complete genome.	vertebrates, invertebrates
V_-ssRNAviruses	Mononegavirales	Nyamiviridae		Nyavirus	Nyamiviridae	Nyamanini nyavirus	FJ554526	NC_012703	FJ554526	Nyamanini virus isolate tick 39, complete genome.	vertebrates, invertebrates
V_-ssRNAviruses	Mononegavirales	Nyamiviridae		Nyavirus	Nyamiviridae	Sierra Nevada nyavirus	KF530058	NC_024376	KF530058	Sierra Nevada virus, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Nyamiviridae		Socyvirus	Nyamiviridae	Soybean cyst nematode socyvirus	HM849038	NC_024702	HM849038	Soybean cyst nematode midway virus N-protein, hypothetical proteins, glycoprotein, and putative RNA dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Aquaparamyxovirus	Paramyxoviridae	Salmon aquaparamyxovirus	EU156171	NC_025360	EU156171	Atlantic salmon paramyxovirus isolate ASPV/Yrkje371/95, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 10	HM147142	NC_025349	HM147142	Avian paramyxovirus penguin/Falkland Islands/324/2007, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 11	JQ886184	NC_025407	JQ886184	Avian paramyxovirus 11 isolate common_snipe/France/100212/2010, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 12	KC333050	NC_025363	KC333050	Avian paramyxovirus 12 isolate Wigeon/Italy/3920_1/2005, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 13	LC041132	NC_030231	LC041132	Avian paramyxovirus goose/Shimane/67/2000 viral cRNA, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 2	HM159993	NC_028245	HM159993	Avian paramyxovirus 2 strain APMV-2/Chicken/England/7702/06, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 3	EU782025	NC_025373	EU782025	Avian paramyxovirus 3 strain turkey/Wisconsin/68, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 4	JX987283	NC_019531	JX987283	Avian paramyxovirus 4 strain APMV-4/duck/Delaware/549227/2010, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 5	GU206351	NC_025361	GU206351	Avian paramyxovirus 5 strain budgerigar/Kunitachi/74, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 6	AY029299	NC_003043	AY029299	Avian paramyxovirus 6 complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 7	FJ231524	NC_025347	FJ231524	Avian paramyxovirus 7 strain APMV-7/dove/Tennessee/4/75, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 8	FJ619036	NC_025374	FJ619036	Avian paramyxovirus 8 isolate APMV-8/Goose/Delaware/1053/76, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Avian avulavirus 9	EU910942	NC_025390	EU910942	Avian paramyxovirus 9 strain duck/New York/22/1978, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Goose paramyxovirus SF02	AF473851	NC_005036	AF473851	Goose paramyxovirus SF02, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Avulavirus	Paramyxoviridae	Newcastle disease virus	AF309418	NC_002617	AF309418	Newcastle disease virus B1, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Ferlavirus	Paramyxoviridae	Reptilian ferlavirus	AY141760	NC_005084	AY141760	Fer-de-lance virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Henipavirus	Paramyxoviridae	Cedar henipavirus	JQ001776	NC_025351	JQ001776	Cedar virus isolate CG1a, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Henipavirus	Paramyxoviridae	Ghanaian bat henipavirus	HQ660129	NC_025256	HQ660129	Bat Paramyxovirus Eid_hel/GH-M74a/GHA/2009, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Henipavirus	Paramyxoviridae	Hendra henipavirus	AF017149	NC_001906	AF017149	Hendra virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Henipavirus	Paramyxoviridae	Mojiang henipavirus	KF278639	NC_025352	KF278639	Mojiang virus isolate Tongguan1, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Henipavirus	Paramyxoviridae	Nipah henipavirus	AF212302	NC_002728	AF212302	Nipah virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Morbillivirus	Paramyxoviridae	Canine morbillivirus	AF014953	NC_001921	AF014953	Canine distemper virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Morbillivirus	Paramyxoviridae	Cetacean morbillivirus	AJ608288	NC_005283	AJ608288	Dolphin morbillivirus compete genome, genomic RNA.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Morbillivirus	Paramyxoviridae	Feline morbillivirus	AB924120	NC_025264	AB924120	Feline morbillivirus viral cRNA, complete genome, strain: OtJP001.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Morbillivirus	Paramyxoviridae	Feline morbillivirus	JQ411014		JQ411014	Feline morbillivirus strain 761U, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Morbillivirus	Paramyxoviridae	Measles morbillivirus	AB016162	NC_001498	AB016162	Measles virus genomic RNA, complete sequence.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Morbillivirus	Paramyxoviridae	Phocine morbillivirus	KC802221	NC_028249	KC802221	Phocine distemper virus strain PDV/Wadden_Sea.NLD/1988, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Morbillivirus	Paramyxoviridae	Rinderpest morbillivirus	X98291	NC_006296	X98291	Rinderpest virus (strain Kabete O) complete genome, genomic RNA.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Morbillivirus	Paramyxoviridae	Small ruminant morbillivirus	AJ849636	NC_006383	AJ849636	Peste des petits ruminants virus complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Respirovirus	Paramyxoviridae	Bovine respirovirus 3	AF178654	NC_002161	AF178654	Bovine parainfluenza virus 3 strain Kansas/15626/84, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Respirovirus	Paramyxoviridae	Caprine parainfluenza virus 3	KT215610	NC_028362	KT215610	Caprine parainfluenza virus 3 strain JS2013, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Respirovirus	Paramyxoviridae	Human respirovirus 1	AF457102	NC_003461	AF457102	HPIV-1 strain Washington/1964, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Respirovirus	Paramyxoviridae	Human respirovirus 3	AB012132	NC_001796	AB012132	Human respirovirus 3 genomic RNA, complete sequence, viral complementary strand.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Respirovirus	Paramyxoviridae	Murine respirovirus	AB005795	NC_001552	AB005795	Sendai virus genomic RNA, antisense, complete sequence.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Respirovirus	Paramyxoviridae	Porcine respirovirus 1	JX857409	NC_025402	JX857409	Porcine parainfluenza virus 1 strain S206N, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Achimota rubulavirus 1	JX051319	NC_025403	JX051319	Achimota virus 1, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Achimota rubulavirus 2	JX051320	NC_025404	JX051320	Achimota virus 2, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Bat mumps rubulavirus	HQ660095		HQ660095	Bat Paramyxovirus Epo_spe/AR1/DRC/2009, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Human rubulavirus 2	X57559	NC_003443	X57559	Parainfluenza type 2 virus NP, P, M, F, HM and L genes for nucleocapsid protein, phospho-protein, matrix protein, fusion protein, hemagglutinin-neuramidase and Large protein respectively.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Human rubulavirus 4	AB543336	NC_021928	AB543336	Human parainfluenza virus 4a viral cRNA, complete genome, strain: M-25.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Mammalian rubulavirus 5	AF052755	NC_006430	AF052755	Simian parainfluenza virus 5 nucleocapsid protein (NP), V protein and phosphoprotein (V/P), membrane protein (M), fusion protein (F), small hydrophobic protein (SH), hemagglutinin-neuraminidase protein (HN), and L protein (L) genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Mapuera rubulavirus	EF095490	NC_009489	EF095490	Mapuera virus isolate BeAnn 370284 from Brazil, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Menangle rubulavirus	AF326114	NC_007620	AF326114	Menangle virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Menangle rubulavirus	JX112711		JX112711	Menangle virus isolate Australia/bat/2009/Cedar Grove, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Mumps rubulavirus	AB040874	NC_002200	AB040874	Mumps virus genomic RNA, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Porcine rubulavirus	BK005918	NC_009640	BK005918	TPA_inf: Porcine rubulavirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Simian rubulavirus	X64275	NC_006428	X64275	Simian parainfluenza virus 41 NP, P-V, M, F, HN and L genes, genomic RNA.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Sosuga rubulavirus	KF774436	NC_025343	KF774436	Sosuga virus isolate 2012, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Teviot rubulavirus	KP271124		KP271124	Teviot virus isolate Cedar Grove, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Tioman rubulavirus	AF298895	NC_004074	AF298895	Tioman virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Tuhoko rubulavirus 1	GU128080	NC_025410	GU128080	Tuhoko virus 1, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Tuhoko rubulavirus 2	GU128081	NC_025348	GU128081	Tuhoko virus 2, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Rubulavirus	Paramyxoviridae	Tuhoko rubulavirus 3	GU128082	NC_025350	GU128082	Tuhoko virus 3, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Unassigned	Paramyxoviridae	Beilong virus	DQ100461	NC_007803	DQ100461	Beilong virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Unassigned	Paramyxoviridae	J-virus	AY900001	NC_007454	AY900001	J-virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Unassigned	Paramyxoviridae	Mossman virus	AY286409	NC_005339	AY286409	Mossman virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Unassigned	Paramyxoviridae	Nariva virus	FJ362497	NC_017937	FJ362497	Nariva virus from Trinidad and Tobago, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Unassigned	Paramyxoviridae	Salem virus	JQ697837	NC_025386	JQ697837	Salem virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Unassigned	Paramyxoviridae	Tailam virus	JN689227	NC_025355	JN689227	Tailam virus strain TL8K, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Paramyxoviridae		Unassigned	Paramyxoviridae	Tupaia paramyxovirus	AF079780	NC_002199	AF079780	Tupaia paramyxovirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Pneumoviridae		Metapneumovirus	Pneumoviridae	Avian metapneumovirus	DQ009484	NC_007652	DQ009484	Avian metapneumovirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Pneumoviridae		Metapneumovirus	Pneumoviridae	Human metapneumovirus	AY297749	NC_004148	AY297749	Human metapneumovirus isolate CAN97-83, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Pneumoviridae		Orthopneumovirus	Pneumoviridae	Bovine orthopneumovirus	AF092942	NC_001989	AF092942	Bovine respiratory syncytial virus strain ATue51908, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Pneumoviridae		Orthopneumovirus	Pneumoviridae	Human orthopneumovirus	AF013254	NC_001781	AF013254	Human respiratory syncytial virus wildtype strain B1, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Pneumoviridae		Orthopneumovirus	Pneumoviridae	Murine orthopneumovirus	AY743909	NC_006579	AY743909	Pneumonia virus of mice J3666, complete genome.	vertebrates
